candle_end_time,strategy_amp_adjust,strategy_net
2020-02-10,0.0,1.0
2020-02-11,0.0,1.0
2020-02-12,0.0,1.0
2020-02-13,0.0,1.0
2020-02-14,0.0,1.0
2020-02-17,0.0,1.0
2020-02-18,0.020666379764417764,1.0206663797644178
2020-02-19,-0.008916514564844213,1.0115655931234016
2020-02-20,0.019331426348117242,1.0311205988831562
2020-02-21,0.017783403984227952,1.0494574330495545
2020-02-24,0.021932678135519357,1.0724748451455588
2020-02-25,0.004189210591255543,1.0769676681256977
2020-02-26,-0.028922155854978926,1.045819441377393
2020-02-27,0.0016480668484457617,1.0475430217281871
2020-02-28,-0.05794567439585663,0.9868424348754739
2020-03-02,0.041295535263155214,1.027594621444052
2020-03-03,0.013491714960899515,1.0414586351719284
2020-03-04,0.00494545458066864,1.0466091215498163
2020-03-05,0.014342154775378146,1.0616197515604064
2020-03-06,-0.003023574919603922,1.0584098647054323
2020-03-09,-0.03924530135720261,1.0168722506056316
2020-03-10,0.02591681320339223,1.0432263387762908
2020-03-11,-0.013453627283285252,1.0291911604422883
2020-03-12,-0.020132553653865126,1.0084709141846002
2020-03-13,-0.009029709201694547,0.9993647150911462
2020-03-16,-0.04848327283259357,0.950912242950115
2020-03-17,0.0,0.950912242950115
2020-03-18,0.0,0.950912242950115
2020-03-19,0.0,0.950912242950115
2020-03-20,0.0,0.950912242950115
2020-03-23,0.0,0.950912242950115
2020-03-24,0.0,0.950912242950115
2020-03-25,0.0,0.950912242950115
2020-03-26,0.0,0.950912242950115
2020-03-27,0.0,0.950912242950115
2020-03-30,0.0,0.950912242950115
2020-03-31,0.0,0.950912242950115
2020-04-01,0.0,0.950912242950115
2020-04-02,0.0,0.950912242950115
2020-04-03,0.0,0.950912242950115
2020-04-07,0.0,0.950912242950115
2020-04-08,0.0,0.950912242950115
2020-04-09,0.0,0.950912242950115
2020-04-10,0.0,0.950912242950115
2020-04-13,0.0,0.950912242950115
2020-04-14,0.0,0.950912242950115
2020-04-15,-0.006849525949952917,0.9443989448659003
2020-04-16,0.0013649180573489517,0.945687972039089
2020-04-17,0.014743584927089382,0.9596308029693743
2020-04-20,0.003815525512537832,0.9632922987807211
2020-04-21,-0.012504815068392627,0.9512465067276613
2020-04-22,0.007076411525840154,0.9579779184717842
2020-04-23,-0.0023450583158564076,0.9557314043876651
2020-04-24,-0.007733852833931465,0.9483399183573643
2020-04-27,0.010517090176977995,0.9583136947971567
2020-04-28,0.007100725996483037,0.9651184177625886
2020-04-29,0.0069642583641804645,0.9718397517759163
2020-04-30,0.006008617152972073,0.9776791647783772
2020-05-06,0.0006769959771937284,0.9783410496399183
